学号,专业,生源所在地,性别,学位性质,民族,政治面貌,出入日期,年级,分数1,分数2,分数3
5421,政治学与行政学,海南省,女,本科,汉族,共青团员,19880801 ,2006,70,56,82
5422,政治学与行政学,河南省,女,本科,汉族,共青团员,19880611 ,2006,85,55,68
5423,政治学与行政学,宁夏回族自治区,女,本科,汉族,共青团员,19891207 ,2006,55,84,88
5424,政治学与行政学,宁夏回族自治区,女,本科,汉族,共青团员,19900504 ,2006,66,83,82
5425,政治学与行政学,山东省,女,本科,汉族,共青团员,19870502 ,2006,63,59,66
5426,政治学与行政学,山东省,女,本科,汉族,共青团员,19880318 ,2006,57,93,94
5427,政治学与行政学,西藏自治区,女,本科,藏族,共青团员,19870720 ,2006,89,79,90
5428,政治学与行政学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19871207 ,2006,77,72,83
5429,政治学与行政学,新疆维吾尔自治区,女,本科,汉族,共青团员,19881122 ,2006,96,57,70
5430,政治学与行政学,浙江省,女,本科,汉族,共青团员,19870727 ,2006,65,74,78
5431,政治学与行政学,重庆市,女,本科,汉族,共青团员,19871024 ,2006,60,88,90
5432,政治学与行政学,重庆市,女,本科,汉族,共青团员,19871231 ,2006,81,69,70
5433,政治学与行政学,安徽省,男,本科,汉族,共青团员,19890305 ,2006,75,57,77
5434,政治学与行政学,广东省,男,本科,汉族,共青团员,19871012 ,2006,81,81,78
5435,政治学与行政学,海南省,男,本科,汉族,共青团员,19880604 ,2006,73,62,87
5436,政治学与行政学,河北省,男,本科,汉族,共青团员,19871217 ,2006,97,69,67
5437,政治学与行政学,河北省,男,本科,汉族,共青团员,19880410 ,2006,65,79,91
5438,政治学与行政学,河南省,男,本科,汉族,共青团员,19890104 ,2006,59,82,71
5439,政治学与行政学,湖北省,男,本科,苗族,共青团员,19870619 ,2006,69,90,81
5440,政治学与行政学,湖南省,男,本科,苗族,共青团员,19870819 ,2006,84,81,67
5441,政治学与行政学,江西省,男,本科,汉族,共青团员,19900103 ,2006,53,93,74
5442,政治学与行政学,青海省,男,本科,满族,共青团员,19880401 ,2006,93,83,69
5443,政治学与行政学,山东省,男,本科,汉族,共青团员,19890201 ,2006,91,79,78
5444,政治学与行政学,四川省,男,本科,汉族,共青团员,19870623 ,2006,53,59,75
5445,政治学与行政学,四川省,男,本科,汉族,共青团员,19880111 ,2006,70,81,85
5446,政治学与行政学,天津市,男,本科,汉族,共青团员,19880110 ,2006,63,71,94
5447,政治学与行政学,浙江省,男,本科,汉族,共青团员,19871204 ,2006,91,89,91
5448,政治学与行政学,北京市,女,本科,汉族,共青团员,19840925 ,2006,71,81,70
5449,政治学与行政学,广东省,女,本科,汉族,共青团员,19871106 ,2006,70,74,75
5450,政治学与行政学,广西壮族自治区,女,本科,瑶族,中共预备党员,19870806 ,2006,64,74,76
5451,政治学与行政学,贵州省,女,本科,汉族,共青团员,19871216 ,2006,50,59,69
5452,政治学与行政学,海南省,女,本科,汉族,共青团员,19880920 ,2006,60,85,67
5453,政治学与行政学,河南省,女,本科,汉族,共青团员,19880208 ,2006,68,78,71
5454,政治学与行政学,湖北省,女,本科,汉族,共青团员,19880909 ,2006,58,94,71
5455,政治学与行政学,江西省,女,本科,汉族,共青团员,19890322 ,2006,66,64,81
5456,政治学与行政学,宁夏回族自治区,女,本科,回族,共青团员,19871027 ,2006,72,78,91
5457,政治学与行政学,青海省,女,本科,汉族,共青团员,19880624 ,2006,84,89,73
5458,政治学与行政学,天津市,女,本科,汉族,共青团员,19870717 ,2006,85,61,81
5459,政治学与行政学,西藏自治区,女,本科,藏族,共青团员,19880529 ,2006,83,60,86
5460,政治学与行政学,新疆维吾尔自治区,女,本科,回族,共青团员,19860921 ,2006,62,62,94
5461,政治学与行政学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19870616 ,2006,84,89,79
5462,政治学与行政学,新疆维吾尔自治区,女,本科,汉族,共青团员,19871018 ,2006,69,88,66
5463,政治学与行政学,新疆维吾尔自治区,女,本科,哈萨克族,中共预备党员,19860610 ,2006,90,94,78
5464,政治学类,陕西省,男,本科,汉族,共青团员,19890925 ,2007,88,75,73
5465,政治学类,河南省,男,本科,汉族,共青团员,19870320 ,2007,52,79,68
5466,政治学类,黑龙江省,男,本科,汉族,共青团员,19881104 ,2007,69,69,87
5467,政治学类,云南省,男,本科,汉族,共青团员,19891104 ,2007,71,81,86
5468,政治学类,山西省,男,本科,汉族,共青团员,19891216 ,2007,74,64,90
5469,政治学类,浙江省,男,本科,汉族,共青团员,19890606 ,2007,96,78,69
5470,政治学类,安徽省,男,本科,汉族,共青团员,19891113 ,2007,64,56,72
5471,政治学类,福建省,男,本科,汉族,共青团员,19871201 ,2007,70,77,83
5472,政治学类,内蒙古自治区,男,本科,蒙古族,共青团员,19890215 ,2007,81,56,90
5473,政治学类,新疆维吾尔自治区,男,本科,汉族,群众,19891009 ,2007,93,71,93
5474,政治学类,四川省,男,本科,汉族,共青团员,19901003 ,2007,89,81,79
5475,政治学类,山东省,男,本科,汉族,共青团员,19881117 ,2007,95,87,85
5476,政治学类,广东省,男,本科,汉族,共青团员,19890109 ,2007,84,59,93
5477,政治学类,新疆维吾尔自治区,男,本科,回族,共青团员,19861022 ,2007,68,77,82
5478,政治学类,安徽省,男,本科,汉族,共青团员,19890829 ,2007,62,75,88
5479,政治学类,西藏自治区,男,本科,满族,共青团员,19881206 ,2007,53,84,75
5480,政治学类,青海省,男,本科,汉族,共青团员,19890701 ,2007,68,61,72
5481,政治学类,湖北省,男,本科,汉族,共青团员,19880226 ,2007,94,88,68
5482,政治学类,湖南省,女,本科,土家族,共青团员,19900407 ,2007,97,73,81
5483,政治学类,吉林省,女,本科,汉族,共青团员,19880125 ,2007,86,71,71
5484,政治学类,西藏自治区,女,本科,藏族,共青团员,19870911 ,2007,78,67,80
5485,政治学类,江苏省,女,本科,汉族,共青团员,19881125 ,2007,80,84,71
5486,政治学类,辽宁省,女,本科,汉族,共青团员,19880913 ,2007,79,78,92
5487,政治学类,辽宁省,女,本科,汉族,共青团员,19890512 ,2007,72,61,85
5488,政治学类,湖南省,女,本科,苗族,共青团员,19871005 ,2007,90,65,71
5489,政治学类,山西省,女,本科,汉族,共青团员,19900211 ,2007,58,72,68
5490,政治学类,西藏自治区,女,本科,藏族,共青团员,19860417 ,2007,86,82,83
5491,政治学类,四川省,女,本科,汉族,共青团员,19890311 ,2007,69,58,90
5492,政治学类,河南省,女,本科,汉族,共青团员,19880912 ,2007,71,60,79
5493,政治学类,青海省,女,本科,汉族,共青团员,19851001 ,2007,54,66,72
5494,政治学类,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19870309 ,2007,66,88,71
5495,政治学类,贵州省,女,本科,汉族,共青团员,19900125 ,2007,66,84,89
5496,政治学类,云南省,女,本科,傣族,共青团员,19891203 ,2007,98,81,70
5497,政治学类,黑龙江省,女,本科,满族,共青团员,19880104 ,2007,60,91,95
5498,政治学类,广东省,女,本科,汉族,共青团员,19890801 ,2007,88,82,94
5499,政治学类,河北省,女,本科,汉族,共青团员,19880308 ,2007,87,75,92
5500,政治学类,福建省,女,本科,汉族,共青团员,19870502 ,2007,53,59,90
5501,政治学类,浙江省,女,本科,汉族,共青团员,19891027 ,2007,70,72,89
5502,政治学类,北京市,女,本科,汉族,共青团员,19881226 ,2007,74,59,72
5503,政治学类,江苏省,男,本科,汉族,共青团员,19890424 ,2007,50,89,69
5504,政治学类,西藏自治区,男,本科,珞巴族,共青团员,19871019 ,2007,56,94,74
5505,政治学类,北京市,男,本科,汉族,共青团员,19880916 ,2007,92,76,87
5506,政治学类,四川省,男,本科,汉族,中共预备党员,19890408 ,2007,56,60,69
5507,政治学类,广东省,男,本科,汉族,共青团员,19890402 ,2007,95,73,69
5508,政治学类,湖北省,男,本科,汉族,共青团员,19890201 ,2007,83,82,88
5509,政治学类,安徽省,男,本科,汉族,共青团员,19871024 ,2007,82,61,72
5510,政治学类,山东省,男,本科,汉族,共青团员,19881228 ,2007,61,69,78
5511,政治学类,山东省,男,本科,汉族,共青团员,19880929 ,2007,74,94,89
5512,政治学类,陕西省,男,本科,汉族,共青团员,19900126 ,2007,72,82,80
5513,政治学类,甘肃省,男,本科,汉族,共青团员,19880617 ,2007,59,80,85
5514,政治学类,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19881213 ,2007,77,84,83
5515,政治学类,河南省,男,本科,汉族,共青团员,19881021 ,2007,90,78,80
5516,政治学类,宁夏回族自治区,男,本科,汉族,共青团员,19850413 ,2007,85,69,68
5517,政治学类,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19880822 ,2007,90,63,68
5518,政治学类,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19880519 ,2007,97,78,91
5519,政治学类,浙江省,男,本科,汉族,共青团员,19891030 ,2007,68,90,80
5520,政治学类,广东省,女,本科,汉族,共青团员,19881012 ,2007,64,92,79
5521,政治学类,天津市,女,本科,汉族,共青团员,19890117 ,2007,82,61,87
5522,政治学类,北京市,女,本科,满族,共青团员,19890424 ,2007,60,56,65
5523,政治学类,北京市,女,本科,汉族,共青团员,19890310 ,2007,96,90,70
5524,政治学类,河北省,女,本科,汉族,共青团员,19891216 ,2007,57,95,85
5525,政治学类,新疆维吾尔自治区,女,本科,汉族,共青团员,19881028 ,2007,82,95,75
5526,政治学类,甘肃省,女,本科,汉族,共青团员,19881023 ,2007,97,84,83
5527,政治学类,浙江省,女,本科,汉族,共青团员,19881108 ,2007,66,85,73
5528,政治学类,湖南省,女,本科,汉族,共青团员,19881209 ,2007,61,91,76
5529,政治学类,江苏省,女,本科,汉族,共青团员,19890413 ,2007,56,71,75
5530,政治学类,吉林省,女,本科,汉族,共青团员,19890205 ,2007,90,80,94
5531,政治学类,辽宁省,女,本科,汉族,共青团员,19880824 ,2007,58,76,77
5532,政治学类,山东省,女,本科,汉族,共青团员,19890429 ,2007,60,68,80
5533,政治学类,江苏省,女,本科,汉族,共青团员,19891008 ,2007,73,63,71
5534,政治学类,贵州省,女,本科,汉族,共青团员,19871213 ,2007,53,60,72
5535,政治学类,黑龙江省,女,本科,汉族,共青团员,19870401 ,2007,62,92,86
5536,政治学类,宁夏回族自治区,女,本科,回族,共青团员,19881018 ,2007,76,58,66
5537,政治学类,新疆维吾尔自治区,女,本科,汉族,共青团员,19880729 ,2007,85,82,89
5538,政治学类,河南省,女,本科,汉族,共青团员,19900203 ,2007,65,85,75
5539,公共管理类,陕西省,男,本科,汉族,共青团员,19891220 ,2007,81,90,89
5540,公共管理类,河北省,男,本科,汉族,共青团员,19881110 ,2007,78,85,89
5541,公共管理类,山东省,男,本科,汉族,共青团员,19880114 ,2007,69,94,83
5542,公共管理类,山西省,男,本科,汉族,共青团员,19900826 ,2007,80,88,66
5543,公共管理类,重庆市,男,本科,汉族,共青团员,19880728 ,2007,66,88,93
5544,公共管理类,山西省,男,本科,汉族,共青团员,19890317 ,2007,80,72,69
5545,公共管理类,陕西省,男,本科,汉族,共青团员,19900215 ,2007,56,92,74
5546,公共管理类,河北省,男,本科,汉族,共青团员,19880621 ,2007,98,64,76
5547,公共管理类,辽宁省,男,本科,汉族,共青团员,19881001 ,2007,97,64,74
5548,公共管理类,辽宁省,男,本科,汉族,共青团员,19880319 ,2007,58,60,68
5549,公共管理类,四川省,男,本科,汉族,中共预备党员,19881123 ,2007,98,79,88
5550,公共管理类,重庆市,男,本科,汉族,共青团员,19871118 ,2007,85,85,84
5551,公共管理类,吉林省,男,本科,汉族,共青团员,19871229 ,2007,85,77,85
5552,公共管理类,黑龙江省,男,本科,汉族,共青团员,19880701 ,2007,79,62,94
5553,公共管理类,四川省,男,本科,汉族,共青团员,19881212 ,2007,88,90,75
5554,公共管理类,黑龙江省,男,本科,汉族,共青团员,19890415 ,2007,82,88,73
5555,公共管理类,吉林省,男,本科,汉族,共青团员,19871229 ,2007,65,69,77
5556,公共管理类,河南省,男,本科,汉族,共青团员,19900210 ,2007,78,92,75
5557,公共管理类,山东省,男,本科,汉族,共青团员,19890828 ,2007,55,89,77
5558,公共管理类,河南省,男,本科,汉族,中共党员,19881011 ,2007,95,55,81
5559,公共管理类,四川省,男,本科,汉族,共青团员,19880514 ,2007,54,88,78
5560,公共管理类,重庆市,男,本科,苗族,共青团员,19890727 ,2007,55,76,85
5561,公共管理类,福建省,男,本科,汉族,群众,19891008 ,2007,96,66,70
5562,公共管理类,广西壮族自治区,男,本科,汉族,共青团员,19900618 ,2007,67,74,89
5563,公共管理类,海南省,男,本科,汉族,共青团员,19881031 ,2007,87,79,92
5564,公共管理类,湖北省,男,本科,汉族,共青团员,19900311 ,2007,56,60,74
5565,公共管理类,河北省,男,本科,汉族,共青团员,19870415 ,2007,89,78,84
5566,公共管理类,安徽省,男,本科,汉族,共青团员,19890102 ,2007,86,74,85
5567,公共管理类,河南省,男,本科,汉族,共青团员,19890209 ,2007,64,60,85
5568,公共管理类,甘肃省,男,本科,汉族,共青团员,19890506 ,2007,51,92,94
5569,公共管理类,江苏省,男,本科,汉族,共青团员,19890219 ,2007,93,91,80
5570,公共管理类,吉林省,男,本科,汉族,共青团员,19880506 ,2007,95,78,86
5571,公共管理类,江西省,男,本科,汉族,共青团员,19900302 ,2007,74,82,85
5572,公共管理类,山西省,男,本科,汉族,共青团员,19881201 ,2007,51,79,83
5573,公共管理类,黑龙江省,男,本科,汉族,共青团员,19891014 ,2007,59,70,77
5574,公共管理类,广东省,男,本科,汉族,共青团员,19890325 ,2007,89,72,80
5575,公共管理类,云南省,男,本科,汉族,共青团员,19871006 ,2007,92,70,80
5576,公共管理类,重庆市,女,本科,汉族,共青团员,19890610 ,2007,52,80,86
5577,公共管理类,浙江省,女,本科,汉族,共青团员,19890109 ,2007,75,66,88
5578,公共管理类,云南省,女,本科,彝族,共青团员,19890225 ,2007,66,60,68
5579,公共管理类,安徽省,女,本科,汉族,共青团员,19880901 ,2007,71,70,94
5580,公共管理类,新疆维吾尔自治区,女,本科,汉族,共青团员,19890204 ,2007,64,82,77
5581,公共管理类,海南省,女,本科,汉族,共青团员,19880807 ,2007,75,89,88
5582,公共管理类,湖北省,女,本科,汉族,共青团员,19891216 ,2007,64,60,74
5583,公共管理类,天津市,女,本科,汉族,共青团员,19880522 ,2007,83,57,77
5584,公共管理类,湖南省,女,本科,土家族,共青团员,19871210 ,2007,59,75,93
5585,公共管理类,福建省,女,本科,汉族,共青团员,19870105 ,2007,97,92,76
5586,公共管理类,北京市,女,本科,汉族,共青团员,19880417 ,2007,88,75,86
5587,公共管理类,宁夏回族自治区,女,本科,满族,共青团员,19880709 ,2007,94,75,71
5588,公共管理类,青海省,女,本科,汉族,共青团员,19890215 ,2007,69,65,85
5589,公共管理类,辽宁省,女,本科,汉族,共青团员,19880923 ,2007,61,81,90
5590,公共管理类,青海省,女,本科,汉族,群众,19880602 ,2007,51,81,78
5591,公共管理类,山西省,女,本科,汉族,共青团员,19900120 ,2007,69,92,86
5592,公共管理类,陕西省,女,本科,汉族,共青团员,19890616 ,2007,86,84,74
5593,公共管理类,内蒙古自治区,女,本科,汉族,共青团员,19901005 ,2007,97,69,72
5594,公共管理类,辽宁省,女,本科,汉族,共青团员,19890210 ,2007,93,86,76
5595,公共管理类,内蒙古自治区,男,本科,汉族,共青团员,19890410 ,2007,69,87,93
5596,公共管理类,重庆市,男,本科,汉族,共青团员,19890507 ,2007,97,81,87
5597,公共管理类,海南省,男,本科,汉族,共青团员,19890504 ,2007,96,93,84
5598,公共管理类,河南省,男,本科,汉族,共青团员,19890916 ,2007,81,59,80
5599,公共管理类,云南省,男,本科,汉族,共青团员,19880209 ,2007,86,89,85
5600,公共管理类,贵州省,男,本科,侗族,共青团员,19880509 ,2007,81,87,74
5601,公共管理类,四川省,男,本科,羌族,共青团员,19880612 ,2007,98,82,85
5602,公共管理类,陕西省,男,本科,汉族,共青团员,19891224 ,2007,58,64,74
5603,公共管理类,甘肃省,男,本科,汉族,共青团员,19881007 ,2007,92,63,65
5604,公共管理类,福建省,男,本科,汉族,共青团员,19871013 ,2007,69,77,69
5605,公共管理类,山东省,男,本科,汉族,共青团员,19870118 ,2007,78,57,78
5606,公共管理类,河北省,男,本科,汉族,共青团员,19870223 ,2007,80,83,84
5607,公共管理类,江苏省,男,本科,汉族,共青团员,19890824 ,2007,54,58,79
5608,公共管理类,新疆维吾尔自治区,男,本科,汉族,共青团员,19870922 ,2007,69,64,85
5609,公共管理类,湖南省,男,本科,土家族,共青团员,19880913 ,2007,87,59,86
5610,公共管理类,新疆维吾尔自治区,女,本科,哈萨克族,共青团员,19890208 ,2007,75,86,74
5611,公共管理类,河北省,女,本科,满族,共青团员,19870717 ,2007,73,65,73
